Chr	Start	End	GeneID	Symbol	Description	Region	DistanceTSS	logFC	pValue	FDR	Direction
chr3	109248065	109248465	ENSMUSG00000033721	Vav3	vav 3 oncogene	Promoter (<=1kb)	0	0.6873025328529039	0.0018771962391703	0.00490592729172231	treated
chr1	92862406	92862806	ENSMUSG00000026270	Capn10	calpain 10	Promoter (<=1kb)	276	0.366779104414801	0.00187900522187861	0.00490977788820935	treated
chr11	119118978	119119378	ENSMUSG00000039976	Tbc1d16	TBC1 domain family, member 16	Promoter (<=1kb)	0	0.36821102528354704	0.00187939963330339	0.0049099315420051	treated
chr16	97652641	97653041	ENSMUSG00000014039	Prdm15	PR domain containing 15	Promoter (<=1kb)	9	0.5017346590146929	0.0018812515597865199	0.004913892219188871	treated
chr3	94922483	94922883	ENSMUSG00000019338	Zfp687	zinc finger protein 687	Promoter (<=1kb)	0	0.455767099964076	0.0018842953216006199	0.00492096404052428	treated
chr8	106607458	106607858	ENSMUSG00000036270	Edc4	enhancer of mRNA decapping 4	Promoter (<=1kb)	0	0.36337419485217204	0.0018848584666900602	0.00492121130937681	treated
chr13	24050178	24050578	ENSMUSG00000021335	Slc17a1	solute carrier family 17 (sodium phosphate), member 1	Promoter (2-3kb)	-2423	-0.579828498532934	0.0018852561479415	0.00492121130937681	control
chr5	117457024	117457424	ENSMUSG00000066894	Vsig10	V-set and immunoglobulin domain containing 10	Promoter (<=1kb)	0	0.5021022494320271	0.0018854553175639101	0.00492121130937681	treated
chr11	3401972	3402372	ENSMUSG00000034587	8430429K09Rik	RIKEN cDNA 8430429K09 gene	Promoter (<=1kb)	-65	0.446275700734315	0.0018857355160879301	0.00492121130937681	treated
chr9	45817888	45818288	ENSMUSG00000042790	Rnf214	ring finger protein 214	Promoter (<=1kb)	0	0.423142651930318	0.00188840347147845	0.00492729495054926	treated
chr17	34246696	34247096	ENSMUSG00000073422	H2-Ke6	H2-K region expressed gene 6	Promoter (<=1kb)	0	0.383008878600201	0.00189142245121984	0.00493429216500467	treated
chr5	104194789	104195189	ENSMUSG00000029310	Nudt9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	Promoter (<=1kb)	59	0.365380502829476	0.0018939378095501	0.00493909271902281	treated
chr3	121517073	121517473	ENSMUSG00000028128	F3	coagulation factor III	Promoter (<=1kb)	0	0.45853324882168206	0.0018999886666169802	0.00495310659169751	treated
chr2	152673203	152673603	ENSMUSG00000007659	Bcl2l1	BCL2-like 1	Promoter (<=1kb)	45	0.454098379589598	0.00190111285393422	0.00495515429414887	treated
chr9	119273951	119274351	ENSMUSG00000042787	Exog	endo/exonuclease (5'-3'), endonuclease G-like	Promoter (<=1kb)	0	0.409343641531505	0.0019025293156401102	0.00495724512935999	treated
chr10	126866362	126866762	ENSMUSG00000040521	Tsfm	Ts translation elongation factor, mitochondrial	Promoter (<=1kb)	0	0.40034335391116405	0.0019025927136949	0.00495724512935999	treated
chr17	29487877	29488277	ENSMUSG00000052712	BC004004	cDNA sequence BC004004	Promoter (<=1kb)	0	0.40175008778650895	0.0019059938280163603	0.00496522252561953	treated
chr6	86826374	86826774	ENSMUSG00000057230	Aak1	AP2 associated kinase 1	Promoter (<=1kb)	0	0.416870517025503	0.00190677649378681	0.00496637708814332	treated
chr1	58462723	58463123	ENSMUSG00000026034	Clk1	CDC-like kinase 1	Promoter (<=1kb)	124	0.5124060147092551	0.0019116463904284898	0.00497817491847078	treated
chr17	75858421	75858821	ENSMUSG00000002017	Fam98a	family with sequence similarity 98, member A	Promoter (<=1kb)	120	0.43469426055019805	0.00191250559612635	0.00497952604935549	treated
chr11	60701682	60702082	ENSMUSG00000020534	Shmt1	serine hydroxymethyltransferase 1 (soluble)	Promoter (<=1kb)	9	-0.48050022561498607	0.00191361244151206	0.00498152135575115	control
chr1	59724062	59724462	ENSMUSG00000026020	Nop58	NOP58 ribonucleoprotein	Promoter (<=1kb)	0	0.403109750509714	0.0019139727088333801	0.00498157280381291	treated
chr3	144276218	144276618	ENSMUSG00000037072	Selenof	selenoprotein F	Promoter (<=1kb)	30	0.43231192378410704	0.00191475333798263	0.004982718131392	treated
chr18	7626491	7626891	ENSMUSG00000057440	Mpp7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	Promoter (<=1kb)	0	0.5054138705990421	0.0019158813727443897	0.00498388059801751	treated
chr15	99268005	99268405	ENSMUSG00000023008	Fmnl3	formin-like 3	Promoter (<=1kb)	0	0.629842101356857	0.0019217897434197103	0.004996585026875829	treated
chr5	130173672	130174072	ENSMUSG00000034110	Kctd7	potassium channel tetramerisation domain containing 7	Promoter (<=1kb)	0	0.439429354076399	0.0019222788361653801	0.00499696861640007	treated
chr6	70768699	70769099	ENSMUSG00000053604	Rpia	ribose 5-phosphate isomerase A	Promoter (<=1kb)	60	0.401832576873225	0.0019237140343961899	0.0049998110362793205	treated
chr10	89279445	89279845	ENSMUSG00000074802	Gas2l3	growth arrest-specific 2 like 3	Promoter (<=1kb)	0	0.404014311203757	0.00192445946841083	0.005000860039582679	treated
chr7	46607873	46608273	ENSMUSG00000043262	Uevld	UEV and lactate/malate dehyrogenase domains	Promoter (<=1kb)	0	0.44232166478271095	0.0019266719665365101	0.00500572027533815	treated
chr17	37269104	37269504	ENSMUSG00000036315	Polr1h	RNA polymerase I subunit H	Promoter (<=1kb)	0	-0.4628247642328279	0.0019342790585306897	0.00502459208563637	control
chr6	88442423	88442823	ENSMUSG00000030079	Ruvbl1	RuvB-like protein 1	Promoter (<=1kb)	32	0.423005100877315	0.0019357023600332602	0.005027396685121	treated
chr11	86435279	86435679	ENSMUSG00000020516	Rps6kb1	ribosomal protein S6 kinase, polypeptide 1	Promoter (<=1kb)	0	0.415452700076361	0.00193900281222925	0.00503507475025097	treated
chr2	128528982	128529382	ENSMUSG00000014355	Anapc1	anaphase promoting complex subunit 1	Promoter (<=1kb)	0	0.417619109264901	0.0019476679519471601	0.00505403803388204	treated
chr3	97066255	97066655	ENSMUSG00000028093	Acp6	acid phosphatase 6, lysophosphatidic	Promoter (<=1kb)	162	0.43964450714827596	0.00194768738448578	0.00505403803388204	treated
chr7	120234405	120234805	ENSMUSG00000030884	Uqcrc2	ubiquinol cytochrome c reductase core protein 2	Promoter (<=1kb)	0	0.481511648333502	0.00194856346257178	0.00505541469363809	treated
chr1	63485275	63485675	ENSMUSG00000025964	Adam23	a disintegrin and metallopeptidase domain 23	Promoter (<=1kb)	225	0.7364168501250671	0.00195047876056836	0.00505948657218353	treated
chr1	121495246	121495646	ENSMUSG00000001674	Ddx18	DEAD box helicase 18	Promoter (<=1kb)	63	0.391719464635344	0.0019522642278029898	0.00506322028944474	treated
chr3	102965547	102965947	ENSMUSG00000027852	Nras	neuroblastoma ras oncogene	Promoter (<=1kb)	0	0.381768239892552	0.0019533192340272	0.00506505855969834	treated
chr4	41740874	41741274	ENSMUSG00000036078	Sigmar1	sigma non-opioid intracellular receptor 1	Promoter (<=1kb)	85	0.45227302130504793	0.00195627714921273	0.00507093102285299	treated
chr8	117648375	117648775	ENSMUSG00000031756	Cenpn	centromere protein N	Promoter (<=1kb)	0	0.410498082783935	0.00195757625039863	0.00507339956480637	treated
chrX	7940498	7940898	ENSMUSG00000039231	Suv39h1	suppressor of variegation 3-9 1	Promoter (<=1kb)	0	0.580655758182216	0.00195941563620848	0.00507726722595289	treated
chr2	18052167	18052567	ENSMUSG00000054074	Skida1	SKI/DACH domain containing 1	Promoter (<=1kb)	693	0.41857990631997494	0.00196009586355962	0.00507813042037847	treated
chr7	126872858	126873258	ENSMUSG00000049091	Sephs2	selenophosphate synthetase 2	Promoter (<=1kb)	0	0.46737259642984896	0.0019615274681560103	0.00508093959970297	treated
chr9	21077129	21077529	ENSMUSG00000032177	Pde4a	phosphodiesterase 4A, cAMP specific	Promoter (<=1kb)	119	0.658818585099678	0.00196276231555752	0.00508323821501267	treated
chr16	44979284	44979684	ENSMUSG00000022663	Atg3	autophagy related 3	Promoter (<=1kb)	92	0.47483275097152206	0.00196501168975558	0.00508816301258834	treated
chr16	87292433	87292833	ENSMUSG00000025613	Cct8	chaperonin containing Tcp1, subunit 8 (theta)	Promoter (<=1kb)	0	0.4837865292392439	0.00196702785325592	0.005092482302802	treated
chr13	53134662	53135062	ENSMUSG00000056749	Nfil3	nuclear factor, interleukin 3, regulated	Promoter (<=1kb)	13	0.537108266377313	0.0019675418110996603	0.0050929116589504605	treated
chr10	50468726	50469126	ENSMUSG00000038774	Ascc3	activating signal cointegrator 1 complex subunit 3	Promoter (<=1kb)	0	0.429261568989665	0.00197001296671238	0.00509840610348525	treated
chr1	183002743	183003143	ENSMUSG00000030768	Disp1	dispatched RND transporter family member 1	Promoter (<=1kb)	0	0.46546739376912	0.0019742904937258	0.00510857267831773	treated
chr5	64250239	64250639	ENSMUSG00000029171	Pgm2	phosphoglucomutase 2	Promoter (<=1kb)	0	0.46201275424352706	0.0019768369611875103	0.0051142572488370105	treated
chr3	105866241	105866641	ENSMUSG00000000563	Atp5pb	ATP synthase peripheral stalk-membrane subunit b	Promoter (<=1kb)	0	0.46105735707270795	0.0019775570877839	0.005115215734490521	treated
chr16	87251845	87252245	ENSMUSG00000025616	Usp16	ubiquitin specific peptidase 16	Promoter (<=1kb)	0	0.45751560611548403	0.0019785639494437303	0.0051162309594642704	treated
chr19	5345131	5345531	ENSMUSG00000024853	Sf3b2	splicing factor 3b, subunit 2	Promoter (<=1kb)	0	0.4050067367066211	0.00197864899307238	0.0051162309594642704	treated
chr5	135517510	135517910	ENSMUSG00000039959	Hip1	huntingtin interacting protein 1	Promoter (<=1kb)	173	0.723427662921347	0.0019827435956066898	0.00512591249403178	treated
chr19	31846334	31846734	ENSMUSG00000052595	A1cf	APOBEC1 complementation factor	Promoter (<=1kb)	121	-0.657286358198348	0.00198393347764233	0.00512717660800342	control
chr2	25318609	25319009	ENSMUSG00000026944	Abca2	ATP-binding cassette, sub-family A (ABC1), member 2	Promoter (<=1kb)	0	0.42502305924304706	0.0019855773346527396	0.00513051861638459	treated
chr7	44503723	44504123	ENSMUSG00000002963	Pnkp	polynucleotide kinase 3'- phosphatase	Promoter (2-3kb)	-2447	0.38999194547007704	0.0019870886441959398	0.00513314871951065	treated
chr5	145138185	145138585	ENSMUSG00000029627	Zkscan14	zinc finger with KRAB and SCAN domains 14	Promoter (<=1kb)	107	0.388968353843688	0.00198905518100792	0.00513678328299132	treated
chr3	137624252	137624652	ENSMUSG00000091512	Lamtor3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	Promoter (<=1kb)	0	0.42883192456606894	0.00199116408990402	0.00514132203235012	treated
chr17	71157594	71157994	ENSMUSG00000047407	Tgif1	TGFB-induced factor homeobox 1	Promoter (<=1kb)	211	0.43259543972772097	0.00199291533600406	0.00514493583302265	treated
chr8	125589439	125589839	ENSMUSG00000031985	Gnpat	glyceronephosphate O-acyltransferase	Promoter (<=1kb)	0	0.385512401537243	0.00199689093330434	0.00515338055287395	treated
chr1	119576396	119576796	ENSMUSG00000026383	Epb41l5	erythrocyte membrane protein band 4.1 like 5	Promoter (<=1kb)	0	0.45169628245978705	0.00200556534775838	0.00517485379853706	treated
chr6	52180843	52181243	ENSMUSG00000038253	Hoxa5	homeobox A5	Promoter (<=1kb)	324	0.668061324992541	0.00200866140293133	0.005181014866869771	treated
chr1	134162452	134162852	ENSMUSG00000042429	Adora1	adenosine A1 receptor	Promoter (<=1kb)	0	0.557226281473861	0.00201194461118601	0.00518765415256456	treated
chr16	15964320	15964720	ENSMUSG00000041974	Spidr	scaffolding protein involved in DNA repair	Promoter (<=1kb)	0	0.43800634385862997	0.0020153501987603	0.0051955195432358	treated
chr11	50806562	50806962	ENSMUSG00000049321	Zfp2	zinc finger protein 2	Promoter (<=1kb)	41	0.44308466497783505	0.00201836652699152	0.00520237883895102	treated
chrX	36059490	36059890	ENSMUSG00000016319	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	Promoter (<=1kb)	240	0.49168843888528296	0.0020195508533383303	0.005204514529564879	treated
chr11	51646817	51647217	ENSMUSG00000036391	Sec24a	Sec24 related gene family, member A (S. cerevisiae)	Promoter (<=1kb)	444	0.471764223325684	0.00202364447817922	0.00521414559981719	treated
chr7	110443279	110443679	ENSMUSG00000030788	Rnf141	ring finger protein 141	Promoter (<=1kb)	0	0.41314314375035494	0.00202559683321673	0.005218257029399671	treated
chr11	5394951	5395351	ENSMUSG00000041961	Znrf3	zinc and ring finger 3	Promoter (<=1kb)	-104	0.40629852241726505	0.00202633146706902	0.00521848316463889	treated
chr15	76832618	76833018	ENSMUSG00000063236	1110038F14Rik	RIKEN cDNA 1110038F14 gene	Promoter (<=1kb)	157	0.388729705612966	0.00202639800808705	0.00521848316463889	treated
chr4	96551813	96552213	ENSMUSG00000052520	Cyp2j5	cytochrome P450, family 2, subfamily j, polypeptide 5	Promoter (<=1kb)	143	-0.611923576537498	0.0020272744755978197	0.00521982146744036	control
chr17	35460689	35461089	ENSMUSG00000019432	Ddx39b	DEAD box helicase 39b	Promoter (<=1kb)	0	0.48767741699714506	0.00202892073763278	0.00522314101558465	treated
chr14	66534438	66534838	ENSMUSG00000022043	Trim35	tripartite motif-containing 35	Promoter (<=1kb)	0	0.6766348883351422	0.00203155211787876	0.00522899498321011	treated
chr10	128640929	128641329	ENSMUSG00000025354	Dnajc14	DnaJ heat shock protein family (Hsp40) member C14	Promoter (<=1kb)	-94	0.39046705967708295	0.00203192169996048	0.00522902629207068	treated
chr9	107586835	107587235	ENSMUSG00000034684	Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	Promoter (<=1kb)	0	0.496737593134545	0.0020335366143582603	0.00523216929748403	treated
chr7	115933045	115933445	ENSMUSG00000090862	Rps13	ribosomal protein S13	Promoter (<=1kb)	0	0.44027415841268397	0.0020338582908265	0.00523216929748403	treated
chr11	69649825	69650225	ENSMUSG00000005198	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	Promoter (<=1kb)	-366	-0.5667549984557622	0.0020345482488220604	0.0052330240647445	control
chr2	90677678	90678078	ENSMUSG00000027282	Mtch2	mitochondrial carrier 2	Promoter (<=1kb)	179	0.44142197128193394	0.00203790738926166	0.0052407426797149	treated
chr2	25498148	25498548	ENSMUSG00000015087	Rabl6	RAB, member RAS oncogene family-like 6	Promoter (<=1kb)	0	0.48282482279800104	0.0020415076051220602	0.00524907842933845	treated
chr10	20188158	20188558	ENSMUSG00000037608	Bclaf1	BCL2-associated transcription factor 1	Promoter (<=1kb)	0	0.46917230507655705	0.0020460277470116697	0.00525969996221565	treated
chr10	44144398	44144798	ENSMUSG00000038160	Atg5	autophagy related 5	Promoter (<=1kb)	63	0.441356477814784	0.00204635763396661	0.00525969996221565	treated
chr8	95113117	95113517	ENSMUSG00000031770	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	Promoter (<=1kb)	60	0.471940274457133	0.00204772607639995	0.00526156531363245	treated
chr15	10981814	10982214	ENSMUSG00000022244	Amacr	alpha-methylacyl-CoA racemase	Promoter (<=1kb)	0	0.42181942902021996	0.00204780265863453	0.00526156531363245	treated
chr5	144705173	144705573	ENSMUSG00000045482	Trrap	transformation/transcription domain-associated protein	Promoter (<=1kb)	-31	0.44188636892856004	0.00204987073940727	0.0052659541558434395	treated
chr1	165064127	165064527	ENSMUSG00000040843	Tiprl	TIP41, TOR signalling pathway regulator-like (S. cerevisiae)	Promoter (<=1kb)	0	0.41290367490267105	0.00205045141652046	0.005266307810752879	treated
chr12	87346481	87346881	ENSMUSG00000050671	Ism2	isthmin 2	Promoter (<=1kb)	-2	0.438962837362128	0.00205072833888306	0.005266307810752879	treated
chr13	94194231	94194631	ENSMUSG00000045312	Lhfpl2	lipoma HMGIC fusion partner-like 2	Promoter (<=1kb)	0	0.66822356549852	0.0020526437563673397	0.005269376760072671	treated
chr1	138784288	138784688	ENSMUSG00000079283	2310009B15Rik	RIKEN cDNA 2310009B15 gene	Promoter (<=1kb)	0	0.507893328332843	0.0020549914412497103	0.00527447803254091	treated
chr11	49141345	49141745	ENSMUSG00000020346	Mgat1	mannoside acetylglucosaminyltransferase 1	Promoter (<=1kb)	0	0.4921996157523979	0.00205701272049238	0.0052778141179943	treated
chr4	133727913	133728313	ENSMUSG00000012117	Dhdds	dehydrodolichyl diphosphate synthase	Promoter (<=1kb)	0	-0.5622074045074239	0.0020581311472132303	0.00527975779129046	control
chr2	90509419	90509819	ENSMUSG00000051329	Nup160	nucleoporin 160	Promoter (1-2kb)	1860	0.383096481830505	0.0020605750933966396	0.00528510056388373	treated
chr8	71318094	71318494	ENSMUSG00000002908	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	Promoter (2-3kb)	-2192	0.48519085306120097	0.0020611540721968	0.00528565890906911	treated
chr16	22711371	22711771	ENSMUSG00000022868	Ahsg	alpha-2-HS-glycoprotein	Promoter (<=1kb)	606	-0.752198152296484	0.00206298001654999	0.00528886926759751	control
chr1	37469187	37469587	ENSMUSG00000026111	Unc50	unc-50 homolog	Promoter (<=1kb)	0	0.42070266222022706	0.00206326079955116	0.00528886926759751	treated
chr16	35759023	35759423	ENSMUSG00000049502	Dtx3l	deltex 3-like, E3 ubiquitin ligase	Promoter (<=1kb)	0	0.464142007454379	0.00206349048389929	0.00528886926759751	treated
chr5	31026917	31027317	ENSMUSG00000038828	Tmem214	transmembrane protein 214	Promoter (<=1kb)	0	0.455318417082407	0.00206595678299297	0.00529426304697621	treated
chr5	139238093	139238493	ENSMUSG00000025858	Get4	golgi to ER traffic protein 4	Promoter (<=1kb)	14	0.467758760267516	0.00206836336146917	0.005299501922643429	treated
chr7	126358762	126359162	ENSMUSG00000063065	Mapk3	mitogen-activated protein kinase 3	Promoter (<=1kb)	0	0.4533618625655829	0.00207263694374219	0.00530952171019931	treated
chr15	76215401	76215801	ENSMUSG00000022561	Gpaa1	GPI anchor attachment protein 1	Promoter (<=1kb)	0	0.37996119641256504	0.0020743858345020198	0.00531307156140837	treated
chr12	84408716	84409116	ENSMUSG00000021235	Coq6	coenzyme Q6 monooxygenase	Promoter (<=1kb)	0	0.439870263804859	0.00208077637164813	0.00532850661950151	treated
chr4	108436211	108436611	ENSMUSG00000063800	Prpf38a	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A	Promoter (<=1kb)	0	-0.57726932518676	0.00208625842637082	0.00534161021662671	control
chr4	49632004	49632404	ENSMUSG00000028309	Rnf20	ring finger protein 20	Promoter (<=1kb)	0	0.437462916848776	0.0020884343135064	0.00534624567044596	treated
chr11	120604226	120604626	ENSMUSG00000025144	Cenpx	centromere protein X	Promoter (<=1kb)	0	0.446914500472873	0.0020904843032928	0.0053505572703243	treated
chr4	21776263	21776663	ENSMUSG00000040455	Usp45	ubiquitin specific petidase 45	Promoter (<=1kb)	0	0.38264097656649	0.00209116050753126	0.00535135179730318	treated
chr1	92401178	92401578	ENSMUSG00000026260	Ndufa10	NADH:ubiquinone oxidoreductase subunit A10	Promoter (<=1kb)	0	0.450974106987702	0.00209166728225637	0.005351712546241821	treated
chr16	38167304	38167704	ENSMUSG00000046516	Cox17	cytochrome c oxidase assembly protein 17, copper chaperone	Promoter (<=1kb)	0	0.39334341337608897	0.00209367999390572	0.00535592556580532	treated
chr16	35891760	35892160	ENSMUSG00000075229	Ccdc58	coiled-coil domain containing 58	Promoter (<=1kb)	0	0.4121484911892249	0.00209798096787258	0.00536598978321256	treated
chr17	31276683	31277083	ENSMUSG00000024030	Abcg1	ATP binding cassette subfamily G member 1	Promoter (<=1kb)	15	0.683283909501801	0.0020992375575604604	0.00536826524508119	treated
chr4	46138452	46138852	ENSMUSG00000035495	Tstd2	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2	Promoter (<=1kb)	0	0.429030915385382	0.00210350959082915	0.00537824979270019	treated
chr8	126396482	126396882	ENSMUSG00000050930	Map10	microtubule-associated protein 10	Promoter (<=1kb)	0	0.536841628663171	0.00210398218470823	0.00537851814822321	treated
chr2	26270345	26270745	ENSMUSG00000036281	Snapc4	small nuclear RNA activating complex, polypeptide 4	Promoter (<=1kb)	0	0.43715655839091494	0.0021053365083615	0.00538010010783035	treated
chr3	30847385	30847785	ENSMUSG00000027706	Sec62	SEC62 homolog (S. cerevisiae)	Promoter (<=1kb)	360	0.510631964859044	0.00210572418037769	0.00538015102321439	treated
chr3	95013718	95014118	ENSMUSG00000028126	Pip5k1a	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	Promoter (<=1kb)	123	0.404315733679519	0.00211022562062869	0.00539071081365423	treated
chr14	57902379	57902779	ENSMUSG00000021952	Xpo4	exportin 4	Promoter (<=1kb)	0	0.450740322877505	0.0021107677023666	0.00539115423980854	treated
chr11	109316765	109317165	ENSMUSG00000020610	Amz2	archaelysin family metallopeptidase 2	Promoter (<=1kb)	0	0.36300595812728204	0.0021157011069168397	0.0054028115193216	treated
chr19	46044916	46045316	ENSMUSG00000055491	Pprc1	peroxisome proliferative activated receptor, gamma, coactivator-related 1	Promoter (<=1kb)	0	0.476212911567605	0.00211687839408872	0.0054048745035808	treated
chr6	51446343	51446743	ENSMUSG00000004980	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	Promoter (<=1kb)	82	0.553789332183585	0.00212224907644998	0.00541764159631186	treated
chr3	107186247	107186647	ENSMUSG00000087260	Lamtor5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	Promoter (<=1kb)	73	0.421098506396233	0.0021241831603554897	0.0054216328743895295	treated
chr12	40495579	40495979	ENSMUSG00000055917	Zfp277	zinc finger protein 277	Promoter (<=1kb)	0	0.431118207040826	0.00212584906318493	0.0054238197478890604	treated
chr16	32249699	32250099	ENSMUSG00000005615	Pcyt1a	phosphate cytidylyltransferase 1, choline, alpha isoform	Promoter (<=1kb)	0	0.423815652479207	0.00212592610071858	0.0054238197478890604	treated
chr12	3476943	3477343	ENSMUSG00000037486	Asxl2	ASXL transcriptional regulator 2	Promoter (<=1kb)	86	0.5470560095143491	0.00212615217048146	0.0054238197478890604	treated
chr18	50261326	50261726	ENSMUSG00000024507	Hsd17b4	hydroxysteroid (17-beta) dehydrogenase 4	Promoter (<=1kb)	58	0.454617677088429	0.00212875162101193	0.0054278125001574395	treated
chr5	74692057	74692457	ENSMUSG00000062110	Scfd2	Sec1 family domain containing 2	Promoter (<=1kb)	0	0.47331022806070394	0.0021288303572046	0.0054278125001574395	treated
chr10	61946492	61946892	ENSMUSG00000020083	Fam241b	family with sequence similarity 241, member B	Promoter (<=1kb)	0	0.548903784806479	0.00212969813420853	0.0054290788819429895	treated
chr3	90138912	90139312	ENSMUSG00000027937	Jtb	jumping translocation breakpoint	Promoter (<=1kb)	8	0.4176302537996429	0.00213109396587598	0.00543169071790341	treated
chr10	93983779	93984179	ENSMUSG00000005897	Nr2c1	nuclear receptor subfamily 2, group C, member 1	Promoter (<=1kb)	0	0.44786605974438704	0.0021331062665781897	0.00543492592825478	treated
chr14	75991642	75992042	ENSMUSG00000034893	Cog3	component of oligomeric golgi complex 3	Promoter (<=1kb)	0	0.49198624016673104	0.0021369044534420697	0.00544365525924735	treated
chr7	29750491	29750891	ENSMUSG00000053985	Zfp14	zinc finger protein 14	Promoter (<=1kb)	0	0.4878774479452249	0.00213806622490312	0.00544566658606069	treated
chr9	51874457	51874857	ENSMUSG00000032051	Fdx1	ferredoxin 1	Promoter (<=1kb)	45	0.4746766173681571	0.00214041791656415	0.005450707418508879	treated
chr3	108561183	108561583	ENSMUSG00000027884	Clcc1	chloride channel CLIC-like 1	Promoter (<=1kb)	0	0.364977559530214	0.00214137779586593	0.00545220277645641	treated
chr3	30656694	30657094	ENSMUSG00000037730	Mynn	myoneurin	Promoter (<=1kb)	458	0.45924614906717603	0.00214414565793695	0.00545735055247348	treated
chr3	89738818	89739218	ENSMUSG00000046280	She	src homology 2 domain-containing transforming protein E	Promoter (<=1kb)	141	0.616552108915994	0.00214461781580873	0.00545760282575783	treated
chr9	65538085	65538485	ENSMUSG00000032387	Rbpms2	RNA binding protein with multiple splicing 2	Promoter (<=1kb)	221	0.45750527551365205	0.0021549190334941	0.00548286355826411	treated
chr10	121883394	121883794	ENSMUSG00000020121	Srgap1	SLIT-ROBO Rho GTPase activating protein 1	Promoter (<=1kb)	-174	0.565489704746233	0.0021558925551692604	0.0054843867296342	treated
chr6	31194398	31194798	ENSMUSG00000044471	Lncpint	long non-protein coding RNA, Trp53 induced transcript	Promoter (<=1kb)	611	0.426520130289926	0.00216072901840008	0.005495734620861121	treated
chr6	116314928	116315328	ENSMUSG00000025702	Marchf8	membrane associated ring-CH-type finger 8	Promoter (<=1kb)	0	0.45059894919422	0.00216220987267645	0.00549854518290569	treated
chr19	42507218	42507618	ENSMUSG00000025184	R3hcc1l	R3H domain and coiled-coil containing 1 like	Promoter (<=1kb)	0	0.405094531972425	0.00216749747270459	0.00551103372013698	treated
chr19	8814728	8815128	ENSMUSG00000071657	Bscl2	Berardinelli-Seip congenital lipodystrophy 2 (seipin)	Promoter (<=1kb)	0	0.4197402727510971	0.00217186516275394	0.0055207816454551	treated
chr2	29825386	29825786	ENSMUSG00000019715	Gle1	GLE1 RNA export mediator (yeast)	Promoter (<=1kb)	0	0.40749131916844106	0.0021720860663868398	0.0055207816454551	treated
chr19	44543476	44543876	ENSMUSG00000025204	Ndufb8	NADH:ubiquinone oxidoreductase subunit B8	Promoter (<=1kb)	5	0.42858156927793706	0.00217472004515137	0.00552651628635827	treated
chr2	173918018	173918418	ENSMUSG00000027522	Stx16	syntaxin 16	Promoter (<=1kb)	0	0.450377811284694	0.0021755162385568103	0.00552757946684372	treated
chr18	60907635	60908035	ENSMUSG00000024608	Rps14	ribosomal protein S14	Promoter (<=1kb)	0	0.44410626761187894	0.00218219767402526	0.0055423274382033795	treated
chr4	108857831	108858231	ENSMUSG00000053510	Nrd1	nardilysin, N-arginine dibasic convertase, NRD convertase 1	Promoter (<=1kb)	0	0.41125657517655895	0.00218231337898795	0.0055423274382033795	treated
chr19	55304308	55304708	ENSMUSG00000024983	Vti1a	vesicle transport through interaction with t-SNAREs 1A	Promoter (<=1kb)	0	0.392172471937553	0.00218280528351296	0.0055423274382033795	treated
chr10	92917178	92917578	ENSMUSG00000020014	Cfap54	cilia and flagella associated protein 54	Promoter (<=1kb)	0	0.5319963989381049	0.00218283600129377	0.0055423274382033795	treated
chr7	101312871	101313271	ENSMUSG00000001829	Clpb	ClpB caseinolytic peptidase B	Promoter (<=1kb)	0	0.394708953554319	0.00218569741186364	0.00554862973027329	treated
chr2	84500712	84501112	ENSMUSG00000076437	Selenoh	selenoprotein H	Promoter (<=1kb)	0	0.42565773252675504	0.0021869126602053197	0.00554985677617692	treated
chr7	24307806	24308206	ENSMUSG00000074277	Phldb3	pleckstrin homology like domain, family B, member 3	Promoter (2-3kb)	-2547	-0.770358802821833	0.0021873596876217	0.00554985677617692	control
chr5	150445997	150446397	ENSMUSG00000041147	Brca2	breast cancer 2, early onset	Promoter (<=1kb)	0	0.392150195372595	0.0021873697819034302	0.00554985677617692	treated
chr8	70495042	70495442	ENSMUSG00000011306	Sugp1	SURP and G patch domain containing 1	Promoter (<=1kb)	0	0.39132502904412503	0.0021886377073071	0.00555034986548534	treated
chr2	71042230	71042630	ENSMUSG00000027012	Dync1i2	dynein cytoplasmic 1 intermediate chain 2	Promoter (<=1kb)	0	0.429278882520698	0.0021886512900878303	0.00555034986548534	treated
chr13	12580694	12581094	ENSMUSG00000057069	Ero1b	endoplasmic reticulum oxidoreductase 1 beta	Promoter (<=1kb)	0	0.513788980385869	0.00219118182819838	0.0055558041848426795	treated
